message,Retweets,Favourites,Datetime,Label
",                 https://t.co/Pemiqvg7r7",1201,4922,21-07-2018 14:15,Imran Khan
https://t.co/4GCwnRC5kY,2823,9524,21-07-2018 14:13,Imran Khan
All the status quo political parties petrified of me and PTI so ganging up to protect their ldrs vested interests and corruption. https://t.co/HRWlzHt8kP,1987,6148,21-07-2018 13:33,Imran Khan
Earlier at Karak today -  a sea of people all full of junoon for Insaf and Naya Pakistan. https://t.co/WwilXYqXhA,2193,9311,21-07-2018 13:28,Imran Khan
PTI stands steadfast in its goal for Naya Pakistan and inshaAllah we will succeed. https://t.co/vugvJtgQfn,4887,16868,21-07-2018 12:55,Imran Khan
,4344,31212,20-07-2018 18:16,Imran Khan
Congratulations to Fakhar Zaman for becoming the first Pakistani to score a double century in One Day cricket.,4442,25932,20-07-2018 18:01,Imran Khan
!                         https://t.co/hNfabg1l4z,2322,9887,17-07-2018 17:59,Imran Khan
At Jacobabad tonight - Amazing and responsive crowd in Sindh. The people of Sindh will rise against the oppression they continue to suffer under the corrupt ruling elite of Sindh. https://t.co/JcCZrpuJ9e,2348,10825,17-07-2018 17:34,Imran Khan
""" """,5688,21426,17-07-2018 15:05,Imran Khan
The blatant bias of Dawn against PTI has now come out in the open. So much for Dawn's neutral and liberal credentials! Complete farce! Full marks to Stevan Sackur for exposing Dawn in his BBC HardTalk interview.,4770,14844,17-07-2018 14:41,Imran Khan
https://t.co/JD3KIvqI9D,2068,8537,16-07-2018 16:37,Imran Khan
Earlier today in Qamar Mashani & later in Daud Khel Mianwali district. People braved the humidity & heat to show their support for PTI. No other Party can get the people out in such strength as their ldrs stand exposed before the nation today. https://t.co/H7DZmmAnpr,2192,8615,16-07-2018 15:51,Imran Khan
.                 https://t.co/wuG2P3vfKH,2261,9127,16-07-2018 14:40,Imran Khan
"Today in Piplan, Mianwali. Despite serious threats to my person I will not allow terrorists to prevent me from meeting my people & campaigning. We cannot allow our enemies to sabotage elections & democracy. https://t.co/Q0kjR0GsPz",2838,11796,16-07-2018 14:18,Imran Khan
https://t.co/Jpro5LTHVG,1698,7166,14-07-2018 18:26,Imran Khan
""" ""                25          https://t.co/ECmSSea4K5",1853,7758,14-07-2018 18:25,Imran Khan
Earlier tonight in Taxila - another amazing crowd passionate about Naya Pakistan. 25 July will InshaAllah be a historic day for our country. https://t.co/AQJFdUhGpo,1996,8307,14-07-2018 18:04,Imran Khan
Passion of the people for Naya Pakistan in the streets of Mardan. https://t.co/zoEqBSMV4R,5012,16964,14-07-2018 17:59,Imran Khan
1970                                        https://t.co/bAXfn5tHqH,2832,11507,14-07-2018 16:25,Imran Khan
In Mardan today the junoon was visible from the streets to the jalsagah. I witnessed the PPP wave in 1970. InshaAllah this is going to be bigger than anything in Pakistan's 70 plus years history. https://t.co/4fqgRmPo99,2146,8804,14-07-2018 16:16,Imran Khan
An amazing crowd at Swabi earlier today. The PTI wave is gaining strength every day and inshaAllah on 25 July we will see the beginning for Naya Pakistan. https://t.co/1uJKvgjmHa,3061,12171,14-07-2018 14:08,Imran Khan
.,3766,21029,14-07-2018 09:14,Imran Khan
Am deeply saddened by the Mastung tragedy and will be flying over on the first opportunity.,2650,12804,14-07-2018 08:30,Imran Khan
53                  https://t.co/QE3izApGZy,1998,8639,13-07-2018 15:26,Imran Khan
Earlier this evening addressing a great responsive crowd in Bara Kahu - part of NA 53. https://t.co/vcvLDFM7fM,2518,11227,13-07-2018 15:07,Imran Khan
15,2834,12921,13-07-2018 12:46,Imran Khan
Another condemnable terrorist attack on a political gathering - this time in Mastung. Saddened to learn of Nawabzada Siraj Raisini's shahadat in this targeted attack as well as the shahadat of 15 other innocent citizens.,2235,7783,13-07-2018 12:33,Imran Khan
"Beginning to wonder why whenever Nawaz Sharif is in trouble, there is increasing tension along Pakistan's borders and a rise in terrorist acts? Is it a mere coincidence?",6157,19140,13-07-2018 09:30,Imran Khan
25,2679,12360,13-07-2018 09:23,Imran Khan
Strongly condemn the terrorist attack on Akram Durrani & his convoy. There seems to be a conspiracy to sabotage the 25 July elections but the people of Pakistan will not allow any design intended to target these historic elections to succeed.,2544,9691,13-07-2018 07:11,Imran Khan
25  2018            1970         https://t.co/UZl8IXSS2w,2868,14251,11-07-2018 17:11,Imran Khan
"In Rahimyar Khan today: A massive and Junooni crowd again. InshaAllah, the 25 July 2018 wave for PTI and change will far surpass the 1970 wave. https://t.co/XWybSACVah",2770,12309,11-07-2018 16:37,Imran Khan
Sad to learn of Haroon Bilour and 2 other ANP workers deaths and strongly condemn the terrorist attack at the ANP corner mtg in Peshawar. All political parties and their candidates must be provided proper security during their election campaigns by the State.,4005,13778,10-07-2018 18:59,Imran Khan
25            ! https://t.co/UknTZvErdR,1669,6751,10-07-2018 16:12,Imran Khan
""" ""        https://t.co/7af9XXaaMm",1590,6562,10-07-2018 15:37,Imran Khan
"MashaAllah, there is a massive wave building up for 25 July. It will be a vote against the crooks and their mafias. https://t.co/USwkYrapjO",1982,7596,10-07-2018 15:33,Imran Khan
"Massive crowds in Buner and Besham today, with people braving high July temperatures to come out and show their commitment to Naya Pakistan https://t.co/oz5u9cgu1J",2100,7630,10-07-2018 15:27,Imran Khan
35                           https://t.co/Qo43th6xOb,2437,11428,09-07-2018 18:38,Imran Khan
A great politically-aware and responsive crowd tonight at Sukkur jalsa. They all applauded on hearing abt Zardari being put on ECL for his Rs 35 bn money laundering scam. https://t.co/P49kIJOgud,2422,11000,09-07-2018 17:43,Imran Khan
https://t.co/LOS08yjsYO,1690,7065,09-07-2018 17:16,Imran Khan
"Amazing response at Shahdadkot, Sindh, Jalsa earlier this evening. But what was disturbing to see the level of poverty in the drive from Sukkur to Shahdadkot. I have never seen such poverty as I have seen in interior Sindh. Sindh has well & truly been plundered by Zardari https://t.co/XmNiDdxfpd",2423,10181,09-07-2018 15:20,Imran Khan
Another first for our young team of volunteer activists. Setting a new trend as they launch PTI merchandise and encourage the youth to play their part in the elections and come out to vote on 25 July. #PTIMerchandise  https://t.co/R8FaPAVacr https://t.co/KrNO8uWeSH,2653,11391,08-07-2018 17:55,Imran Khan
https://t.co/pEGC1wa3G7,2330,8435,08-07-2018 15:54,Imran Khan
Can SS in Punjab and Zardari in Sindh stand in front of the crowd and ask them about their respective govt's performance in the last 10 years? https://t.co/9VOAjvcI8Y,2898,9933,08-07-2018 15:36,Imran Khan
https://t.co/6tcg2dUjbO,1860,8048,08-07-2018 15:20,Imran Khan
Two back to back jalsas in Haripur and Abbotabad today - great crowds and people charged for change and insaf. https://t.co/5SlNqYeJNm,1880,7463,08-07-2018 14:55,Imran Khan
-,2606,18572,08-07-2018 11:58,Imran Khan
Congratulations to the Pakistan cricket team for their victory in the Twenty20 Tri Series; and especially to Captain Sarfaraz for the way he led the team.,4576,25159,08-07-2018 11:35,Imran Khan
",          https://t.co/8VPX5gKQrj",3198,14314,07-07-2018 15:07,Imran Khan
"In  Kohat today again a massive turnout on a blistering July afternoon. The difference now is that I speak to a public that understands issues like corruption and how it impacts their lives They now understand correlation between corruption & poverty, unemployment & inflation https://t.co/uHSERnZohT",2815,11112,07-07-2018 14:17,Imran Khan
https://t.co/Cz8uKcN7Sk,3348,17967,06-07-2018 15:33,Imran Khan
Today in the blistering heat the people of Dir and Swat came out in great numbers for our jalsas. People are ready and eager for change and an end to corruption. https://t.co/c0tCytiSLo,2794,11679,06-07-2018 15:06,Imran Khan
2018:                https://t.co/wJ6iXFXXkI,2575,12317,05-07-2018 20:43,Imran Khan
Our youth have been central to our Movement for Justice and they have set the trend for our Party anthems. Proud of @farhan_saeed for this composition for our Movement for Justice. Election 2018: PTI is an idea whose time has come. https://t.co/wJ6iXFXXkI,2479,10247,05-07-2018 19:30,Imran Khan
/                                https://t.co/99ynRIYV63,1727,8034,05-07-2018 17:33,Imran Khan
https://t.co/ZrfefWFw0v,1902,7963,05-07-2018 17:32,Imran Khan
The crowd in Charsadda made its opposition to family/dynastic politics clear as it showed support for politics of meritocracy. It is time people of Pakistan rejected dynastic politics for good. https://t.co/DTbUiZyK6o,1958,7657,05-07-2018 15:05,Imran Khan
"After massive crowd in Bannu, we saw amazing crowd in Charsadda today. This shows confidence of ppl in the performance of PTI's KP govt - otherwise incumbency factor reduces ppl's enthusiasm. Now it's other parties candidates facing negative response in their constituencies. https://t.co/dNK4AsLEd5",2813,11056,05-07-2018 15:01,Imran Khan
243          https://t.co/EkHSw49d0s,2418,11054,03-07-2018 19:31,Imran Khan
Thank you Gulshan e Iqbal NA243 for a great welcome. https://t.co/oWnqSDMr3k,2353,10317,03-07-2018 19:28,Imran Khan
""" ""                       ""           ""     https://t.co/qg7tZDUSSK",2625,8321,03-07-2018 18:33,Imran Khan
https://t.co/qJRgJu1RVn,2464,9168,03-07-2018 18:02,Imran Khan
"This picture shows how even one tree makes a difference. That is why our BillionTreeTsunami continues to get global recognition. The WEF once again highlighted the BTT asking ""Should your country follow Pakistan's example of planting a billion trees?"" https://t.co/Ws9dbHSG45 https://t.co/GUlAtfX2VP",3576,9969,03-07-2018 17:58,Imran Khan
Just as Mahatir is going after the corrupt ruling elite we need to do the same in Pakistan. PTI is committed to holding the corrupt ruling elite accountable. https://t.co/c7ff1AcANC.,2444,7518,03-07-2018 17:40,Imran Khan
https://t.co/YhFKqrJJit,1461,5789,03-07-2018 12:50,Imran Khan
Want to congratulate Andres Manuel Lopez Obrador for his electoral victory in Mexico's presidential election. He campaigned on an anti-corruption campaign against the Institutional Revolutionary Party that held power for 77 of the last 89 years in Mexico. https://t.co/GwIb2javQR,1583,5740,03-07-2018 11:30,Imran Khan
"""                ""               25",4363,16146,03-07-2018 7:01,Imran Khan
"""A man who stands for nothing will fall for anything"" - Malcolm X. This is for all those Pakistanis who are intending not to vote in the coming historical elections on the 25 of July.",4307,14053,03-07-2018 5:55,Imran Khan
40                      https://t.co/kZM5vsR1Fx,4289,22200,01-07-2018 14:10,Imran Khan
People braved 40 degree centigrade heat to attend our Bannu Jalsa today. My gratitude to the passion of our Bannu tigers https://t.co/0j5AS2JiVK,3004,13312,01-07-2018 14:02,Imran Khan
:                           https://t.co/3wQW3oQHc0,2497,8447,30-06-2018 18:52,Imran Khan
NayaKP Exclusive Short Documentary on PTI KP Gov Achievements with exclusive inspiration talk by Imran Khan. A film by @ipf_pakistan #PTI #KPKUpdates #ImranKhan #Elections2018 https://t.co/zN6e3G9qbQ https://t.co/Rw9EbKIsu3,2112,6219,30-06-2018 17:33,Imran Khan
Green gold': Pakistan plants hundreds of millions of trees: https://t.co/oNXfG66x7y,3789,15450,27-06-2018 07:04,Imran Khan
https://t.co/N5pcax6Xm3  First time in Pakistan's history that any govt has thought about the future generations rather than the next election,2888,9635,26-06-2018 20:01,Imran Khan
2/2 https://t.co/SOxySBiO3F,1803,5868,26-06-2018 10:41,Imran Khan
01-Feb,2314,10490,26-06-2018 10:41,Imran Khan
As a Party PTI has been making its foreign funding public before ECP so we welcome belated ECP decision to send PPP & PMLN foreign funding for audit probe before Committee. Already info out on how Sharifs used PMLN for money laundering & how PPP got money from Embassy in Wash DC,2382,8389,26-06-2018 10:13,Imran Khan
"( )                                      "" ""            https://t.co/DiRjc12Dwr",3695,16513,25-06-2018 20:12,Imran Khan
This is Kumrat Valley in Upper Dir KP. Pakistan has the greatest untapped potential in tourism. InshaAllah PTI will open 4 new tourist resorts like Kumrat every year. And we will promote eco tourism which will ensure our environment is protected https://t.co/6OGUDpKjYs,3846,14390,25-06-2018 19:13,Imran Khan
